instrument_id,name,isin,yfinance_ticker,etoro_ticker,ric,exchange,country_hq,currency,gics_code
EQUEMRXUS2910111044X,Emerson Electric Co,US2910111044,EMR,,EMR.N,NYS,US,USD,20104010
EQUENELIT0003128367X,Enel SpA,IT0003128367,ENEL.MI,,ENEI.MI,MIL,IT,EUR,55101010
EQUENGIFR0010208488X,Engie SA,FR0010208488,ENGI.PA,,ENGIE.PA,PAR,FR,EUR,55103010
EQUENIXIT0003132476X,Eni SpA,IT0003132476,ENI.MI,,ENI.MI,MIL,IT,EUR,10102010
EQUENRXDE000ENER6Y0X,Siemens Energy AG,DE000ENER6Y0,ENR.DE,,ENR1n.DE,GER,DE,EUR,20104020
EQUENTXIM00B5VQMV65X,Entain PLC,IM00B5VQMV65,ENT.L,,ENT.L,LSE,GB,GBp,25301010
EQUENXXNL0006294274X,Euronext NV,NL0006294274,ENX.PA,,ENX.PA,PAR,NL,EUR,40203040
EQUEOGXUS26875P1012X,EOG Resources Inc,US26875P1012,EOG,,EOG.N,NYS,US,USD,10102020
EQUEOANDE000ENAG999X,E.ON SE,DE000ENAG999,EOAN.DE,,EONGn.DE,GER,DE,EUR,55103010
EQUEPAMUS29414B1044X,Epam Systems Inc,US29414B1044,EPAM,,EPAM.N,NYS,US,USD,45102010
EQUEQIXUS29444U7000X,Equinix Inc,US29444U7000,EQIX,,EQIX.OQ,NSM,US,USD,60108050
EQUEQRXUS29476L1070X,Equity Residential,US29476L1070,EQR,,EQR.N,NYS,US,USD,60106010
EQUEQTXUS26884L1098X,EQT Corp,US26884L1098,EQT,,EQT.N,NYS,US,USD,10102020
EQUERIEUS29530P1021X,Erie Indemnity Co,US29530P1021,ERIE,,ERIE.OQ,NSM,US,USD,40301040
EQUESXXUS30040W1080X,Eversource Energy,US30040W1080,ES,,ES.N,NYS,US,USD,55101010
EQUELXXFR0000121667X,EssilorLuxottica SA,FR0000121667,EL.PA,,ESLX.PA,PAR,FR,EUR,35101020
EQUESSXUS2971781057X,Essex Property Trust Inc,US2971781057,ESS,,ESS.N,NYS,US,USD,60106010
EQUETNXIE00B8KQN827X,Eaton Corporation PLC,IE00B8KQN827,ETN,,ETN.N,NYS,IE,USD,20104010
EQUETRXUS29364G1031X,Entergy Corp,US29364G1031,ETR,,ETR.N,NYS,US,USD,55101010
EQUERFXFR0014000MR3X,Eurofins Scientific SE,FR0014000MR3,ERF.PA,,EUFI.PA,PAR,LU,EUR,35203010
EQUEVRGUS30034W1062X,Evergy Inc,US30034W1062,EVRG,,EVRG.OQ,NSM,US,USD,55101010
EQUEWXXUS28176E1082X,Edwards Lifesciences Corp,US28176E1082,EW,,EW.N,NYS,US,USD,35101010
EQUEXCXUS30161N1019X,Exelon Corp,US30161N1019,EXC,,EXC.OQ,NSM,US,USD,55101010
EQUEXEXUS1651677353X,Expand Energy Corp,US1651677353,EXE,,EXE.OQ,NSM,US,USD,10102020
EQUEXPDUS3021301094X,Expeditors International of Washington Inc,US3021301094,EXPD,EXPD,EXPD.N,NYS,US,USD,20301010
EQUEXPEUS30212P3038X,Expedia Group Inc,US30212P3038,EXPE,,EXPE.OQ,NSM,US,USD,25301020
EQUEXPNGB00B19NLV48X,Experian PLC,GB00B19NLV48,EXPN.L,,EXPN.L,LSE,IE,GBp,20202020
EQUEXRXUS30225T1025X,Extra Space Storage Inc,US30225T1025,EXR,,EXR.N,NYS,US,USD,60108020
EQUEZJXGB00B7KR2P84X,Easyjet PLC,GB00B7KR2P84,EZJ.L,,EZJ.L,LSE,GB,GBp,20302010
EQUFXXXUS3453708600X,Ford Motor Co,US3453708600,F,,F.N,NYS,US,USD,25102010
EQUFANGUS25278X1090X,Diamondback Energy Inc,US25278X1090,FANG,,FANG.OQ,NSM,US,USD,10102020
EQUFASTUS3119001044X,Fastenal Co,US3119001044,FAST,,FAST.OQ,NSM,US,USD,20107010
EQUFCXXUS35671D8570X,Freeport-McMoRan Inc,US35671D8570,FCX,,FCX.N,NYS,US,USD,15104025
EQUFDSXUS3030751057X,Factset Research Systems Inc,US3030751057,FDS,,FDS.N,NYS,US,USD,40203040
EQUFDXXUS31428X1063X,FedEx Corp,US31428X1063,FDX,FDX,FDX.N,NYS,US,USD,20301010
EQUFEXXUS3379321074X,FirstEnergy Corp,US3379321074,FE,,FE.N,NYS,US,USD,55101010
EQUFERXNL0015001FS8X,Ferrovial SE,NL0015001FS8,FER.MC,,FER.MC,MCE,NL,EUR,20103010
EQUFFIVUS3156161024X,F5 Inc,US3156161024,FFIV,,FFIV.OQ,NSM,US,USD,45201020
EQUFICOUS3032501047X,Fair Isaac Corp,US3032501047,FICO,,FICO.N,NYS,US,USD,45103010
EQUFISXUS31620M1062X,Fidelity National Information Services Inc,US31620M1062,FIS,,FIS.N,NYS,US,USD,40201060
EQUFISVUS3377381088X,Fiserv Inc,US3377381088,FISV,,FISV.OQ,NSM,US,USD,40201060
EQUFITBUS3167731005X,Fifth Third Bancorp,US3167731005,FITB,,FITB.OQ,NSM,US,USD,40101010
EQUFIXXUS1999081045X,Comfort Systems USA Inc,US1999081045,FIX,,FIX.N,NYS,US,USD,20103010
EQUFMEXDE0005785802X,Fresenius Medical Care AG,DE0005785802,FME.DE,,FMEG.DE,GER,DE,EUR,35102015
EQUFNDXUS3397501012X,Floor & Decor Holdings Inc,US3397501012,FND,,FND.N,NYS,US,USD,25504030
EQUFGRXFR0000130452X,Eiffage SA,FR0000130452,FGR.PA,,FOUG.PA,PAR,FR,EUR,20103010
EQUFOXXUS35137L2043X,Fox Corp (Class B),US35137L2043,FOX,,FOX.OQ,NSM,US,USD,50201020
EQUFOXAUS35137L1052X,Fox Corp (Class A),US35137L1052,FOXA,,FOXA.OQ,NSM,US,USD,50201020
EQUFREXDE0005785604X,Fresenius SE & Co KGaA,DE0005785604,FRE.DE,,FREG.DE,GER,DE,EUR,35102015
EQUFRESGB00B2QPKJ12X,Fresnillo PLC,GB00B2QPKJ12,FRES.L,,FRES.L,LSE,MX,GBp,15104045
EQUFROXCY0200352116X,Frontline Plc,CY0200352116,FRO,,FRO.N,NYS,CY,USD,10102040
EQUFRTXUS3137451015X,Federal Realty Investment Trust,US3137451015,FRT,,FRT.N,NYS,US,USD,60107010
EQUFSLRUS3364331070X,First Solar Inc,US3364331070,FSLR,,FSLR.OQ,NSM,US,USD,45301020
EQUFTNTUS34959E1091X,Fortinet Inc,US34959E1091,FTNT,,FTNT.OQ,NSM,US,USD,45103020
EQUFTVXUS34959J1088X,Fortive Corp,US34959J1088,FTV,,FTV.N,NYS,US,USD,20106020
EQUG1AXDE0006602006X,GEA Group AG,DE0006602006,G1A.DE,,G1AG.DE,GER,DE,EUR,20106020
EQUG24XDE000A12DM80X,Scout24 SE,DE000A12DM80,G24.DE,,G24n.DE,GER,DE,EUR,50203010
EQUGAWXGB0003718474X,Games Workshop Group PLC,GB0003718474,GAW.L,,GAW.L,LSE,GB,GBp,25202010
EQUGDXXUS3695501086X,General Dynamics Corp,US3695501086,GD,,GD.N,NYS,US,USD,20101010
EQUGDDYUS3802371076X,GoDaddy Inc,US3802371076,GDDY,,GDDY.N,NYS,US,USD,45102030
EQUGEXXUS3696043013X,General Electric Co,US3696043013,GE,GE,GE.N,NYS,US,USD,20101010
EQUGEHCUS36266G1076X,GE Healthcare Technologies Inc,US36266G1076,GEHC,,GEHC.OQ,NSM,US,USD,35101010
EQUGENXUS6687711084X,Gen Digital Inc,US6687711084,GEN,,GEN.OQ,NSM,US,USD,45103020
EQUGEVXUS36828A1016X,GE Vernova Inc,US36828A1016,GEV,,GEV.N,NYS,US,USD,20104020
EQUGILDUS3755581036X,Gilead Sciences Inc,US3755581036,GILD,,GILD.OQ,NSM,US,USD,35201010
EQUGISXUS3703341046X,General Mills Inc,US3703341046,GIS,,GIS.N,NYS,US,USD,30202030
EQUGLXXUS37959E1029X,Globe Life Inc,US37959E1029,GL,,GL.N,NYS,US,USD,40301020
EQUGLENJE00B4T3BW64X,Glencore PLC,JE00B4T3BW64,GLEN.L,,GLEN.L,LSE,CH,GBp,15104020
EQUGLWXUS2193501051X,Corning Inc,US2193501051,GLW,,GLW.N,NYS,US,USD,45203015
EQUGMXXUS37045V1008X,General Motors Co,US37045V1008,GM,,GM.N,NYS,US,USD,25102010
EQUGNKXMHY2685T1313X,Genco Shipping & Trading Ltd,MHY2685T1313,GNK,GNK.US,GNK.N,NYS,US,USD,20303010
EQUGNRCUS3687361044X,Generac Holdings Inc,US3687361044,GNRC,,GNRC.N,NYS,US,USD,20104010
EQUGOOGUS02079K1079X,Alphabet Inc (Class C),US02079K1079,GOOG,GOOG,GOOG.OQ,NSM,US,USD,50203010
EQUGOOGUS02079K3059X,Alphabet Inc (Class A),US02079K3059,GOOGL,GOOGL,GOOGL.OQ,NSM,US,USD,50203010
EQUGPCXUS3724601055X,Genuine Parts Co,US3724601055,GPC,,GPC.N,NYS,US,USD,25501010
EQUGPNXUS37940X1028X,Global Payments Inc,US37940X1028,GPN,,GPN.N,NYS,US,USD,40201060
EQUGRMNCH0114405324X,Garmin Ltd,CH0114405324,GRMN,,GRMN.N,NYS,CH,USD,25201010
EQUGSXXUS38141G1040X,Goldman Sachs Group Inc,US38141G1040,GS,,GS.N,NYS,US,USD,40203020
EQUGSKXGB00BN7SWP63X,GSK plc,GB00BN7SWP63,GSK.L,,GSK.L,LSE,GB,GBp,35202010
EQUGWWXUS3848021040X,WW Grainger Inc,US3848021040,GWW,,GWW.N,NYS,US,USD,20107010
EQUGXOXUS36262G1013X,GXO Logistics Inc,US36262G1013,GXO,GXO,GXO.N,NYS,US,USD,20301010
EQUHALXUS4062161017X,Halliburton Co,US4062161017,HAL,,HAL.N,NYS,US,USD,10101020
EQUHASXUS4180561072X,Hasbro Inc,US4180561072,HAS,,HAS.OQ,NSM,US,USD,25202010
EQUHBANUS4461501045X,Huntington Bancshares Inc,US4461501045,HBAN,,HBAN.OQ,NSM,US,USD,40101015
EQUHCAXUS40412C1018X,HCA Healthcare Inc,US40412C1018,HCA,,HCA.N,NYS,US,USD,35102020
EQUHDXXUS4370761029X,Home Depot Inc,US4370761029,HD,,HD.N,NYS,US,USD,25504030
EQUHEIXDE0006047004X,Heidelberg Materials AG,DE0006047004,HEI.DE,,HEIG.DE,GER,DE,EUR,15102010
EQUHIGXUS4165151048X,Hartford Insurance Group Inc,US4165151048,HIG,,HIG.N,NYS,US,USD,40301040
EQUHIIXUS4464131063X,Huntington Ingalls Industries Inc,US4464131063,HII,,HII.N,NYS,US,USD,20101010
EQUHIKXGB00B0LCW083X,Hikma Pharmaceuticals PLC,GB00B0LCW083,HIK.L,,HIK.L,LSE,GB,GBp,35202010
EQUHLMAGB0004052071X,Halma PLC,GB0004052071,HLMA.L,,HLMA.L,LSE,GB,GBp,45203010
EQUHLNXGB00BMX86B70X,Haleon PLC,GB00BMX86B70,HLN.L,,HLN.L,LSE,GB,GBp,35202010
EQUHLTXUS43300A2033X,Hilton Worldwide Holdings Inc,US43300A2033,HLT,,HLT.N,NYS,US,USD,25301020
EQUHEN3DE0006048432X,Henkel AG & Co KGaA,DE0006048432,HEN3.DE,,HNKG_p.DE,GER,DE,EUR,30301010
EQUHNR1DE0008402215X,Hannover Rueck SE,DE0008402215,HNR1.DE,,HNRGn.DE,GER,DE,EUR,40301050
EQUHOLXUS4364401012X,Hologic Inc,US4364401012,HOLX,,HOLX.OQ,NSM,US,USD,35101010
EQUHONXUS4385161066X,Honeywell International Inc,US4385161066,HON,,HON.OQ,NSM,US,USD,20105010
EQUHOODUS7707001027X,Robinhood Markets Inc,US7707001027,HOOD,,HOOD.OQ,NSM,US,USD,40203020
EQUHPEXUS42824C1099X,Hewlett Packard Enterprise Co,US42824C1099,HPE,,HPE.N,NYS,US,USD,45202030
EQUHPQXUS40434L1052X,HP Inc,US40434L1052,HPQ,,HPQ.N,NYS,US,USD,45202030
EQUHRLXUS4404521001X,Hormel Foods Corp,US4404521001,HRL,,HRL.N,NYS,US,USD,30202030
EQURMSXFR0000052292X,Hermes International SCA,FR0000052292,RMS.PA,,HRMS.PA,PAR,FR,EUR,25203010
EQUHSBAGB0005405286X,HSBC Holdings PLC,GB0005405286,HSBA.L,,HSBA.L,LSE,GB,GBp,40101010
EQUHSICUS8064071025X,Henry Schein Inc,US8064071025,HSIC,,HSIC.OQ,NSM,US,USD,35102010
EQUHSTXUS44107P1049X,Host Hotels & Resorts Inc,US44107P1049,HST,,HST.OQ,NSM,US,USD,60103010
EQUHSXXBMG4593F1389X,Hiscox Ltd,BMG4593F1389,HSX.L,,HSX.L,LSE,BM,GBp,40301040
EQUHSYXUS4278661081X,Hershey Co,US4278661081,HSY,,HSY.N,NYS,US,USD,30202030
EQUHUBBUS4435106079X,Hubbell Inc,US4435106079,HUBB,,HUBB.N,NYS,US,USD,20104010
EQUHUBGUS4433201062X,Hub Group Inc,US4433201062,HUBG,HUBG,HUBG.O,NSQ,US,USD,20301010
EQUHUMXUS4448591028X,Humana Inc,US4448591028,HUM,,HUM.N,NYS,US,USD,35102030
EQUHWDNGB0005576813X,Howden Joinery Group PLC,GB0005576813,HWDN.L,,HWDN.L,LSE,GB,GBp,20107010
EQUHWMXUS4432011082X,Howmet Aerospace Inc,US4432011082,HWM,,HWM.N,NYS,US,USD,20101010
EQUIBEXES0144580Y14X,Iberdrola SA,ES0144580Y14,IBE.MC,,IBE.MC,MCE,ES,EUR,55101010
EQUIBKRUS45841N1072X,Interactive Brokers Group Inc,US45841N1072,IBKR,,IBKR.OQ,NSM,US,USD,40203020
EQUIBMXUS4592001014X,International Business Machines Corp,US4592001014,IBM,,IBM.N,NYS,US,USD,45102010
EQUIAGXES0177542018X,International Consolidated Airlines Group SA,ES0177542018,IAG.L,IAG.l,ICAG.L,LSE,GB,GBp,20302010
EQUICEXUS45866F1049X,Intercontinental Exchange Inc,US45866F1049,ICE,,ICE.N,NYS,US,USD,40203040
EQUICGXGB00BYT1DJ19X,ICG PLC,GB00BYT1DJ19,ICG.L,,ICGIN.L,LSE,GB,GBp,40203010
EQUIDXXUS45168D1046X,IDEXX Laboratories Inc,US45168D1046,IDXX,,IDXX.OQ,NSM,US,USD,35101010
EQUIEXXUS45167R1041X,IDEX Corp,US45167R1041,IEX,,IEX.N,NYS,US,USD,20106020
EQUIFFXUS4595061015X,International Flavors & Fragrances Inc,US4595061015,IFF,,IFF.N,NYS,US,USD,15101050
EQUIFXXDE0006231004X,Infineon Technologies AG,DE0006231004,IFX.DE,,IFXGn.DE,GER,DE,EUR,45301020
EQUIHGXGB00BHJYC057X,InterContinental Hotels Group PLC,GB00BHJYC057,IHG.L,,IHG.L,LSE,GB,USD,25301020
EQUIIIXGB00B1YW4409X,3i Group PLC,GB00B1YW4409,III.L,,III.L,LSE,GB,GBp,40203010
EQUIMBXGB0004544929X,Imperial Brands PLC,GB0004544929,IMB.L,,IMB.L,LSE,GB,GBp,30203010
EQUIMIXGB00BGLP8L22X,IMI PLC,GB00BGLP8L22,IMI.L,,IMI.L,LSE,GB,GBp,20106020
EQUINCYUS45337C1027X,Incyte Corp,US45337C1027,INCY,,INCY.OQ,NSM,US,USD,35201010
EQUINFXGB00BMJ6DW54X,Informa PLC,GB00BMJ6DW54,INF.L,,INF.L,LSE,GB,GBp,50201010
EQUINGANL0011821202X,ING Groep NV,NL0011821202,INGA.AS,,INGA.AS,AEX,NL,EUR,40101010
EQUINSMUS4576693075X,Insmed Inc,US4576693075,INSM,,INSM.OQ,NSM,US,USD,35201010
EQUINSWMHY410531021X,International Seaways Inc,MHY410531021,INSW,INSW,INSW.K,NYQ,US,USD,10102040
EQUINTCUS4581401001X,Intel Corp,US4581401001,INTC,INTC,INTC.OQ,NSM,US,USD,45301020
EQUINTUUS4612021034X,Intuit Inc,US4612021034,INTU,,INTU.OQ,NSM,US,USD,45103010
EQUINVHUS46187W1071X,Invitation Homes Inc,US46187W1071,INVH,,INVH.N,NYS,US,USD,60106020
EQUIPXXUS4601461035X,International Paper Co,US4601461035,IP,,IP.N,NYS,US,USD,15103020
EQUIQVXUS46266C1053X,IQVIA Holdings Inc,US46266C1053,IQV,,IQV.N,NYS,US,USD,35203010
EQUIRXXUS45687V1061X,Ingersoll Rand Inc,US45687V1061,IR,,IR.N,NYS,US,USD,20106020
EQUIRMXUS46284V1017X,Iron Mountain Inc,US46284V1017,IRM,,IRM.N,NYS,US,USD,60108010
EQUISPXIT0000072618X,Intesa Sanpaolo SpA,IT0000072618,ISP.MI,,ISP.MI,MIL,IT,EUR,40101010
EQUISRGUS46120E6023X,Intuitive Surgical Inc,US46120E6023,ISRG,,ISRG.OQ,NSM,US,USD,35101010
EQUITXXUS3666511072X,Gartner Inc,US3666511072,IT,,IT.N,NYS,US,USD,45102010
EQUITRKGB0031638363X,Intertek Group PLC,GB0031638363,ITRK.L,,ITRK.L,LSE,GB,GBp,20202020
EQUITWXUS4523081093X,Illinois Tool Works Inc,US4523081093,ITW,,ITW.N,NYS,US,USD,20106020
EQUITXXES0148396007X,Industria de Diseno Textil SA,ES0148396007,ITX.MC,,ITX.MC,MCE,ES,EUR,25504010
EQUIVZXBMG491BT1088X,Invesco Ltd,BMG491BT1088,IVZ,,IVZ.N,NYS,US,USD,40203010
EQUJXXXUS46982L1089X,Jacobs Solutions Inc,US46982L1089,J,,J.N,NYS,US,USD,20202020
EQUJBHTUS4456581077X,J B Hunt Transport Services Inc,US4456581077,JBHT,JBHT,JBHT.OQ,NSM,US,USD,20304030
EQUJBLXUS4663131039X,Jabil Inc,US4663131039,JBL,,JBL.N,NYS,US,USD,45203020
EQUJCIXIE00BY7QL619X,Johnson Controls International PLC,IE00BY7QL619,JCI,,JCI.N,NYS,IE,USD,20102010
EQUJDXXGB00BM8Q5M07X,JD Sports Fashion PLC,GB00BM8Q5M07,JD.L,,JD.L,LSE,GB,GBp,25504040
EQUJKHYUS4262811015X,Jack Henry & Associates Inc,US4262811015,JKHY,,JKHY.OQ,NSM,US,USD,40201060
EQUJNJXUS4781601046X,Johnson & Johnson,US4781601046,JNJ,,JNJ.N,NYS,US,USD,35202010
EQUJPMXUS46625H1005X,JPMorgan Chase & Co,US46625H1005,JPM,,JPM.N,NYS,US,USD,40101010
EQUKDPXUS49271V1008X,Keurig Dr Pepper Inc,US49271V1008,KDP,,KDP.OQ,NSM,US,USD,30201030
EQUKEXXUS4972661064X,Kirby Corp,US4972661064,KEX,,KEX.N,NYS,US,USD,20303010
EQUKEYXUS4932671088X,KeyCorp,US4932671088,KEY,,KEY.N,NYS,US,USD,40101010
EQUKEYSUS49338L1035X,Keysight Technologies Inc,US49338L1035,KEYS,,KEYS.N,NYS,US,USD,45203010
EQUKGFXGB0033195214X,Kingfisher PLC,GB0033195214,KGF.L,,KGF.L,LSE,GB,GBp,25504030
EQUKHCXUS5007541064X,Kraft Heinz Co,US5007541064,KHC,KHC,KHC.OQ,NSM,US,USD,30202030
EQUKIMXUS49446R1095X,Kimco Realty Corp,US49446R1095,KIM,,KIM.N,NYS,US,USD,60107010
EQUKKRXUS48251W1045X,KKR & Co Inc,US48251W1045,KKR,,KKR.N,NYS,US,USD,40203010
EQUKLACUS4824801009X,KLA Corp,US4824801009,KLAC,,KLAC.OQ,NSM,US,USD,45301010
EQUKMBXUS4943681035X,Kimberly-Clark Corp,US4943681035,KMB,,KMB.OQ,NSM,US,USD,30301010
EQUKMIXUS49456B1017X,Kinder Morgan Inc,US49456B1017,KMI,,KMI.N,NYS,US,USD,10102040
EQUKOXXUS1912161007X,Coca-Cola Co,US1912161007,KO,KO,KO.N,NYS,US,USD,30201030
EQUKRXXUS5010441013X,Kroger Co,US5010441013,KR,KR,KR.N,NYS,US,USD,30101030
EQUKVUEUS49177J1025X,Kenvue Inc,US49177J1025,KVUE,,KVUE.N,NYS,US,USD,30302010
EQULXXXUS5404241086X,Loews Corp,US5404241086,L,,L.N,NYS,US,USD,40301040
EQULANDGB00BYW0PQ60X,Land Securities Group PLC,GB00BYW0PQ60,LAND.L,,LAND.L,LSE,GB,GBp,60101010
EQULDOSUS5253271028X,Leidos Holdings Inc,US5253271028,LDOS,,LDOS.N,NYS,US,USD,20202020
EQULRXXFR0010307819X,Legrand SA,FR0010307819,LR.PA,,LEGD.PA,PAR,FR,EUR,20104010
EQULENXUS5260571048X,Lennar Corp,US5260571048,LEN,,LEN.N,NYS,US,USD,25201030
EQULGENGB0005603997X,Legal & General Group PLC,GB0005603997,LGEN.L,,LGEN.L,LSE,GB,GBp,40301020
EQULHXXUS5049221055X,Labcorp Holdings Inc,US5049221055,LH,,LH.N,NYS,US,USD,35102015
EQULHXXUS5024311095X,L3Harris Technologies Inc,US5024311095,LHX,,LHX.N,NYS,US,USD,20101010
EQULIIXUS5261071071X,Lennox International Inc,US5261071071,LII,,LII.N,NYS,US,USD,20102010
EQULINXIE000S9YS762X,Linde PLC,IE000S9YS762,LIN,,LIN.OQ,NSM,GB,USD,15101040
EQULLOYGB0008706128X,Lloyds Banking Group PLC,GB0008706128,LLOY.L,,LLOY.L,LSE,GB,GBp,40101010
EQULLYXUS5324571083X,Eli Lilly and Co,US5324571083,LLY,,LLY.N,NYS,US,USD,35202010
EQULLYVUS5309093087X,Liberty Live Holdings Inc,US5309093087,LLYVK,LLYVK,LLYVK.OQ,NSM,US,USD,25302020
EQULMPXGB00B4WFW713X,LondonMetric Property PLC,GB00B4WFW713,LMP.L,,LMPL.L,LSE,GB,GBp,60102510
EQULMTXUS5398301094X,Lockheed Martin Corp,US5398301094,LMT,LMT,LMT.N,NYS,US,USD,20101010
EQULNTXUS0188021085X,Alliant Energy Corp,US0188021085,LNT,,LNT.OQ,NSM,US,USD,55101010
EQULOWXUS5486611073X,Lowe's Companies Inc,US5486611073,LOW,,LOW.N,NYS,US,USD,25504030
EQULPXXUS5463471053X,Louisiana-Pacific Corp,US5463471053,LPX,,LPX.N,NYS,US,USD,15105010
EQULRCXUS5128073062X,Lam Research Corp,US5128073062,LRCX,,LRCX.OQ,NSM,US,USD,45301010
EQULSEGGB00B0SWJX34X,London Stock Exchange Group PLC,GB00B0SWJX34,LSEG.L,,LSEG.L,LSE,GB,GBp,40203040
EQULSTRUS5150981018X,Landstar System Inc,US5150981018,LSTR,LSTR,LSTR.O,NSQ,US,USD,20304030
EQULULUUS5500211090X,Lululemon Athletica Inc,US5500211090,LULU,,LULU.OQ,NSM,CA,USD,25203010
EQULUVXUS8447411088X,Southwest Airlines Co,US8447411088,LUV,,LUV.N,NYS,US,USD,20302010
EQUMCXXFR0000121014X,LVMH Moet Hennessy Louis Vuitton SE,FR0000121014,MC.PA,,LVMH.PA,PAR,FR,EUR,25203010
EQULVSXUS5178341070X,Las Vegas Sands Corp,US5178341070,LVS,,LVS.N,NYS,US,USD,25301010
EQULWXXUS5132721045X,Lamb Weston Holdings Inc,US5132721045,LW,,LW.N,NYS,US,USD,30202030
EQULYBXNL0009434992X,LyondellBasell Industries NV,NL0009434992,LYB,,LYB.N,NYS,GB,USD,15101010
EQULYVXUS5380341090X,Live Nation Entertainment Inc,US5380341090,LYV,,LYV.N,NYS,US,USD,50202010
EQUMAXXUS57636Q1040X,Mastercard Inc,US57636Q1040,MA,MA,MA.N,NYS,US,USD,40201060
EQUMAAXUS59522J1034X,Mid-America Apartment Communities Inc,US59522J1034,MAA,,MAA.N,NYS,US,USD,60106010
EQUMANHUS5627501092X,Manhattan Associates Inc,US5627501092,MANH,,MANH.O,NSQ,US,USD,45103010
EQUMARXUS5719032022X,Marriott International Inc,US5719032022,MAR,,MAR.OQ,NSM,US,USD,25301020
EQUMASXUS5745991068X,Masco Corp,US5745991068,MAS,,MAS.N,NYS,US,USD,20102010
EQUMBGXDE0007100000X,Mercedes-Benz Group AG,DE0007100000,MBG.DE,,MBGn.DE,GER,DE,EUR,25102010
EQUMCDXUS5801351017X,McDonald's Corp,US5801351017,MCD,,MCD.N,NYS,US,USD,25301040
EQUMCHPUS5950171042X,Microchip Technology Inc,US5950171042,MCHP,,MCHP.OQ,NSM,US,USD,45301020
EQUMCKXUS58155Q1031X,McKesson Corp,US58155Q1031,MCK,,MCK.N,NYS,US,USD,35102010
EQUMCOXUS6153691059X,Moody's Corp,US6153691059,MCO,MCO,MCO.N,NYS,US,USD,40203040
EQUMDLZUS6092071058X,Mondelez International Inc,US6092071058,MDLZ,,MDLZ.OQ,NSM,US,USD,30202030
EQUMDTXIE00BTN1Y115X,Medtronic PLC,IE00BTN1Y115,MDT,,MDT.N,NYS,IE,USD,35101010
EQUMELIUS58733R1023X,MercadoLibre Inc,US58733R1023,MELI,,MELI.OQ,NSM,UY,USD,25503030
EQUMETXUS59156R1086X,MetLife Inc,US59156R1086,MET,,MET.N,NYS,US,USD,40301020
EQUMETAUS30303M1027X,Meta Platforms Inc,US30303M1027,META,META,META.OQ,NSM,US,USD,50203010
EQUMGMXUS5529531015X,MGM Resorts International,US5529531015,MGM,,MGM.N,NYS,US,USD,25301010
EQUMLXXFR001400AJ45X,Compagnie Generale des Etablissements Michelin SCA,FR001400AJ45,ML.PA,,MICP.PA,PAR,FR,EUR,25101020
EQUMKCXUS5797802064X,McCormick & Company Inc,US5797802064,MKC,,MKC.N,NYS,US,USD,30202030
EQUMKSXGB0031274896X,Marks and Spencer Group PLC,GB0031274896,MKS.L,,MKS.L,LSE,GB,GBp,30101030
EQUMLMXUS5732841060X,Martin Marietta Materials Inc,US5732841060,MLM,,MLM.N,NYS,US,USD,15102010
EQUMMMXUS88579Y1010X,3M Co,US88579Y1010,MMM,,MMM.N,NYS,US,USD,20105010
EQUMNDIGB00BMWC6P49X,Mondi PLC,GB00BMWC6P49,MNDI.L,,MNDI.L,LSE,GB,GBp,15105020
EQUMNGXGB00BKFB1C65X,M&G PLC,GB00BKFB1C65,MNG.L,,MNG.L,LSE,GB,GBp,40201020
EQUMNSTUS61174X1090X,Monster Beverage Corp,US61174X1090,MNST,,MNST.OQ,NSM,US,USD,30201030
EQUMOXXUS02209S1033X,Altria Group Inc,US02209S1033,MO,,MO.N,NYS,US,USD,30203010
EQUMOHXUS60855R1005X,Molina Healthcare Inc,US60855R1005,MOH,,MOH.N,NYS,US,USD,35102030
EQUMOSXUS61945C1036X,Mosaic Co,US61945C1036,MOS,,MOS.N,NYS,US,USD,15101030
EQUMPCXUS56585A1025X,Marathon Petroleum Corp,US56585A1025,MPC,,MPC.N,NYS,US,USD,10102030
EQUMPWRUS6098391054X,Monolithic Power Systems Inc,US6098391054,MPWR,,MPWR.OQ,NSM,US,USD,45301020
EQUMRKXDE0006599905X,Merck KGaA,DE0006599905,MRK.DE,,MRCG.DE,GER,DE,EUR,35202010
EQUMRKXUS58933Y1055X,Merck & Co Inc,US58933Y1055,MRK,,MRK.N,NYS,US,USD,35202010
EQUMRNAUS60770K1079X,Moderna Inc,US60770K1079,MRNA,,MRNA.OQ,NSM,US,USD,35201010
EQUMROXGB00BNGDN821X,Melrose Industries PLC,GB00BNGDN821,MRO.L,,MRON.L,LSE,GB,GBp,20101010
EQUMMCXUS5717481023X,Marsh & McLennan Companies Inc,US5717481023,MMC,,MRSH.N,NYS,US,USD,40301010
EQUMRVLUS5738741041X,Marvell Technology Inc,US5738741041,MRVL,,MRVL.OQ,NSM,US,USD,45301020
EQUMSXXUS6174464486X,Morgan Stanley,US6174464486,MS,,MS.N,NYS,US,USD,40203020
EQUMSCIUS55354G1004X,MSCI Inc,US55354G1004,MSCI,,MSCI.N,NYS,US,USD,40203040
EQUMSFTUS5949181045X,Microsoft Corp,US5949181045,MSFT,MSFT,MSFT.OQ,NSM,US,USD,45103020
EQUMSIXUS6200763075X,Motorola Solutions Inc,US6200763075,MSI,,MSI.N,NYS,US,USD,45201020
